Date,Open,High,Low,Close,Adj Close,Volume
20-07-2009,448.023041,466.081116,445.737213,464.778168,413.622345,18017423
21-07-2009,477.441681,477.441681,458.846436,461.429443,410.642242,13489238
22-07-2009,462.880951,470.332733,448.61734,451.611786,401.905151,13759337
23-07-2009,454.880524,469.464142,454.194763,466.664001,415.300598,12972288
24-07-2009,468.59552,472.572876,453.989044,461.017975,410.276031,18542563
27-07-2009,445.737213,456.023438,435.828125,443.599945,394.775116,26325839
28-07-2009,445.051453,447.954468,431.016449,436.045258,388.051971,25182491
29-07-2009,434.308044,442.994202,427.679138,441.256958,392.689972,20852474
30-07-2009,438.8797,440.114044,431.79361,434.376617,386.566956,13471503
31-07-2009,437.736786,451.428925,436.879608,446.971558,397.775604,15276609
03-08-2009,450.057434,464.252441,447.588715,461.052277,410.306549,11977661
04-08-2009,464.709595,469.281281,457.737823,466.252533,414.934418,16787665
05-08-2009,465.166779,476.36734,464.389587,474.630127,422.389893,16644929
06-08-2009,467.144012,485.739258,463.189514,467.864044,416.36853,21511119
07-08-2009,465.509644,471.795685,454.926239,456.652039,406.390594,17498807
10-08-2009,464.126709,465.109619,450.994598,454.446228,404.427551,13181713
11-08-2009,455.566284,468.14978,452.366119,457.257782,406.929688,13737043
12-08-2009,451.440338,457.166351,444.205688,455.040527,404.956512,14979369
13-08-2009,462.880951,467.246887,456.480621,462.720917,411.791504,13262073
14-08-2009,463.338104,471.795685,458.766449,465.498199,414.263062,14631115
17-08-2009,459.223602,459.452179,440.022614,443.897095,395.03949,15020129
18-08-2009,439.725464,447.154419,438.914001,443.725677,394.886993,13007348
19-08-2009,443.451355,445.714325,427.679138,431.073578,383.627441,14574213
20-08-2009,434.308044,440.936951,431.690765,433.942291,386.18042,10289554
21-08-2009,431.565033,442.308441,426.901947,440.891235,392.364532,13171599
24-08-2009,448.023041,452.800415,445.417175,451.291779,401.620361,11070442
25-08-2009,449.21167,464.709595,447.005829,463.02951,412.066162,14218526
26-08-2009,463.120941,467.841187,459.737915,466.343964,415.015778,10996810
27-08-2009,464.938171,470.652771,461.738007,466.846863,415.463348,12838180
28-08-2009,468.59552,475.453003,463.006653,474.10437,421.922089,10938818
31-08-2009,471.795685,471.795685,456.023438,458.332123,407.885773,15770320
01-09-2009,462.835205,466.766846,449.257385,452.789001,402.952789,11366597
02-09-2009,450.080292,456.68634,448.023041,450.571747,400.979584,11924595
03-09-2009,452.594696,454.240479,439.634033,441.348389,392.771332,13223265
04-09-2009,442.994202,455.794861,442.308441,452.857574,403.013763,12680832
07-09-2009,453.73761,459.212189,451.794647,457.81781,407.428131,11289107
08-09-2009,460.595093,478.744598,458.389282,474.447235,422.227234,26029837
09-09-2009,474.310089,497.054108,471.338501,495.671204,441.115143,26289169
10-09-2009,500.608582,512.003479,487.476501,490.870941,436.843262,17834864
11-09-2009,494.882568,496.322662,481.167603,489.362305,435.500641,15685423
14-09-2009,488.025085,493.533936,482.653381,489.053711,435.225983,9523824
15-09-2009,489.625183,499.225647,489.625183,498.517059,443.647766,9436477
16-09-2009,501.968658,507.157501,494.562561,499.225647,444.27829,9691378
17-09-2009,499.454254,502.882996,473.395752,476.858795,424.373352,72531369
18-09-2009,475.453003,482.996246,474.332947,480.607574,427.709442,12856908
22-09-2009,486.585022,489.099426,477.304535,479.556091,426.773804,11505584
23-09-2009,479.338928,485.739258,477.738831,480.413269,427.536499,12182615
24-09-2009,477.738831,486.882172,470.424194,480.241821,427.383972,20832232
25-09-2009,476.458771,490.973816,474.332947,488.025085,434.310669,15602184
29-09-2009,490.425201,498.677063,489.167999,496.265503,441.644043,20127224
30-09-2009,499.225647,505.831726,494.882568,503.260162,447.868835,18473082
01-10-2009,502.860138,502.860138,492.368164,497.019836,442.315308,13171201
05-10-2009,493.716797,496.482666,484.893494,488.96228,435.144623,12956093
06-10-2009,493.728241,493.728241,480.481842,487.819366,434.127563,16053057
07-10-2009,491.339539,493.282501,476.390198,480.321838,427.4552,13561960
08-10-2009,502.882996,510.997711,480.024689,484.516327,431.188019,30740822
09-10-2009,486.573578,487.247894,477.738831,479.967529,427.139893,13834075
12-10-2009,484.596344,499.682831,484.596344,495.80835,441.237274,19669846
13-10-2009,494.196838,494.196838,494.196838,494.196838,439.80307,0
14-10-2009,497.168427,502.311523,492.05957,499.271393,444.319061,14593466
15-10-2009,502.654419,507.866119,494.882568,496.368378,441.735535,14221339
16-10-2009,496.025513,508.826141,493.968262,507.168915,454.293945,14689698
20-10-2009,513.16925,521.92395,497.819885,499.351379,447.291351,13831240
21-10-2009,498.082733,504.940247,495.716919,498.814209,446.810272,11153235
22-10-2009,498.768494,498.768494,484.824921,488.070801,437.18692,10108652
23-10-2009,490.585205,492.436737,465.761078,467.989777,419.199402,22047667
26-10-2009,468.59552,472.710022,458.080688,460.67511,412.647278,13868076
27-10-2009,457.623535,459.452179,451.451782,455.1091,407.661591,15467257
28-10-2009,453.749054,467.075439,453.749054,464.972473,416.496704,12905149
29-10-2009,457.394928,467.201172,452.686127,457.029205,409.381531,15443406
30-10-2009,457.406372,465.166779,439.336884,441.428406,395.407196,21791813
03-11-2009,438.891144,439.976898,411.96402,415.689941,372.352142,21428855
04-11-2009,422.878876,440.708374,418.924377,439.039703,393.267548,19982489
05-11-2009,436.399567,445.280029,423.107452,443.714233,397.454712,15043644
06-11-2009,441.165527,451.428925,441.165527,447.451569,400.802429,15303107
09-11-2009,451.451782,464.481018,448.388763,462.743774,414.500336,14341326
10-11-2009,466.309692,480.584717,458.309265,469.624146,420.663391,27676362
11-11-2009,472.710022,486.973602,465.315338,483.224854,432.8461,18302173
12-11-2009,485.739258,490.53949,476.36734,480.310394,430.235535,16663207
13-11-2009,477.738831,486.653595,476.390198,484.482056,433.97229,11190193
16-11-2009,491.22525,494.173981,487.259338,492.276733,440.954346,9043823
17-11-2009,493.739655,494.128265,481.624756,487.419342,436.603333,13148968
18-11-2009,494.196838,494.196838,478.676025,480.036102,429.989838,17094709
19-11-2009,479.738953,482.287659,473.830078,476.321625,426.662628,10120302
20-11-2009,475.453003,488.013672,472.024261,485.350677,434.750336,13511847
23-11-2009,493.739655,504.65451,487.579346,501.728638,449.420837,24184885
24-11-2009,501.054321,504.025909,495.591187,497.671295,445.786499,15191450
25-11-2009,499.625671,508.803284,496.002625,501.671509,449.369659,18167609
26-11-2009,507.911835,507.911835,481.533325,486.310699,435.610321,11110533
27-11-2009,480.024689,483.682007,462.19519,478.173157,428.321075,12734933
30-11-2009,485.739258,493.236786,481.853333,486.196411,435.507904,9035728
01-12-2009,491.453827,502.882996,487.887939,501.968658,449.635834,6255674
02-12-2009,505.283112,511.409149,498.859924,503.088715,450.639099,10340518
03-12-2009,505.123108,512.026306,499.271393,502.722992,450.311523,8707642
04-12-2009,498.768494,506.08316,493.876831,497.579865,445.70459,6981854
07-12-2009,497.397003,500.185699,480.024689,482.310516,432.02713,10335955
08-12-2009,484.596344,495.774048,482.379089,493.899689,442.408081,10217105
09-12-2009,489.167999,492.825348,485.579254,490.013763,438.927277,5589960
10-12-2009,490.859528,494.653992,485.510681,489.990906,438.906799,6472298
11-12-2009,493.739655,497.397003,486.653595,489.739471,438.681641,7725148
14-12-2009,488.253662,495.568329,485.967834,488.230804,437.3302,6961750
15-12-2009,488.253662,490.996674,479.110352,480.756134,430.634827,7336839
16-12-2009,479.978943,482.310516,474.584381,478.721741,428.812561,7386549
17-12-2009,482.219086,482.219086,470.881348,473.144318,423.816559,7098201
18-12-2009,473.167175,473.167175,459.452179,460.663666,412.637115,10992471
21-12-2009,457.623535,471.24707,452.594696,464.915314,416.445526,12297190
22-12-2009,465.486786,470.332733,462.332336,465.943939,417.366882,6969644
23-12-2009,468.59552,488.207947,466.949707,487.430756,436.613525,10726723
24-12-2009,491.453827,495.476898,483.84201,492.048157,440.749603,8073787
29-12-2009,493.282501,497.854156,489.167999,493.853943,442.367126,6086132
30-12-2009,493.648224,496.025513,488.939423,491.933868,440.647247,4639941
31-12-2009,495.568329,501.054321,494.356842,498.562775,446.585022,8771065
04-01-2010,498.814209,498.814209,467.155457,491.682404,440.421967,38323043
05-01-2010,525.695618,525.695618,487.065033,489.488007,438.45636,10696412
06-01-2010,493.693939,500.368591,489.465149,497.397003,445.540802,11845880
07-01-2010,497.397003,509.740479,492.825348,505.648834,452.93222,13098960
08-01-2010,506.540314,509.191895,501.054321,504.323059,451.744751,7555074
11-01-2010,518.746643,525.604187,480.024689,494.425415,442.878998,94324821
12-01-2010,500.597168,519.935303,492.368164,495.728333,444.046051,16395254
13-01-2010,497.397003,499.225647,488.527954,497.671295,445.786499,7680088
14-01-2010,496.482666,514.220703,496.482666,512.803528,459.341125,12272814
15-01-2010,514.677856,520.666748,505.191681,507.797516,454.856964,9383308
18-01-2010,506.08316,510.403381,499.202789,502.654419,450.250122,7086096
19-01-2010,502.882996,505.648834,494.951172,496.025513,444.312256,6532333
20-01-2010,500.597168,501.55722,490.082336,492.596741,441.240997,9665512
21-01-2010,491.453827,492.368164,480.138977,481.87619,431.638092,9305660
22-01-2010,475.910187,489.625183,470.652771,481.78476,431.556213,19934782
25-01-2010,479.864655,482.036194,473.944366,476.390198,426.72406,6696638
27-01-2010,472.710022,480.024689,466.309692,469.761292,420.786255,12421742
28-01-2010,475.453003,478.401733,468.59552,474.150085,424.717468,16611729
29-01-2010,472.207123,480.847565,465.441071,478.287445,428.423431,11666521
01-02-2010,474.310089,482.310516,473.41861,477.921722,428.095886,6066432
02-02-2010,480.938995,482.927673,468.184052,469.647003,420.683838,8624499
03-02-2010,471.384216,479.293213,471.384216,472.687164,423.407104,7526133
04-02-2010,474.538666,474.538666,463.566681,465.921082,417.346436,5987301
05-02-2010,445.737213,460.709381,445.737213,448.800201,402.010376,14941438
06-02-2010,null,null,null,null,null,null
08-02-2010,450.308868,459.155029,445.737213,454.583374,407.190643,12947466
09-02-2010,454.309082,456.252014,449.257385,454.080475,406.740265,7146015
10-02-2010,457.120636,457.120636,448.937378,450.354584,403.402802,9130623
11-02-2010,452.251831,466.218262,451.908936,464.092438,415.708405,11725051
15-02-2010,469.509857,469.509857,460.640808,461.738007,413.599426,6749308
16-02-2010,461.783722,466.766846,459.452179,465.281067,416.773193,5034128
17-02-2010,468.59552,474.447235,467.246887,472.047119,422.833771,7815061
18-02-2010,470.881348,474.6987,454.880524,456.160583,408.603485,9917057
19-02-2010,454.880524,454.880524,446.720093,449.485962,402.624725,8877267
22-02-2010,455.01767,457.166351,443.451355,447.085846,400.474854,6346022
23-02-2010,445.280029,449.394531,443.451355,445.897217,399.410095,6488467
24-02-2010,443.451355,450.628876,441.919861,447.474426,400.822906,6243794
25-02-2010,448.068756,450.308868,438.491119,440.296906,394.393677,9477031
26-02-2010,442.994202,454.880524,441.737,447.542999,400.884369,11289616
02-03-2010,450.308868,456.709198,447.748718,449.485962,402.624725,9105298
03-03-2010,451.680359,469.96701,451.680359,468.504089,419.660126,13311983
04-03-2010,475.453003,475.453003,460.8237,463.566681,415.237427,10390609
05-03-2010,467.22403,469.052673,459.497894,461.646576,413.517517,5887252
08-03-2010,466.858276,469.509857,458.080688,459.040741,411.18335,5970649
09-03-2010,460.137939,462.560913,451.703217,452.7547,405.552673,8729760
10-03-2010,454.880524,465.806793,452.274689,461.166565,413.087524,12403587
11-03-2010,461.738007,466.309692,460.366516,464.686737,416.240723,7291886
12-03-2010,464.023865,472.252838,463.566681,467.041138,418.34967,11166626
15-03-2010,467.22403,471.772827,463.155243,469.989868,420.990936,9065850
16-03-2010,471.795685,489.990906,470.424194,488.230804,437.3302,16999358
17-03-2010,491.362396,494.882568,487.247894,489.030853,438.046844,10799736
18-03-2010,490.996674,494.47113,486.470734,492.345306,441.015717,7646212
19-03-2010,493.191071,501.282898,489.236572,499.248535,447.19928,9868873
22-03-2010,485.510681,502.425812,485.510681,490.973816,439.787262,10234241
23-03-2010,492.80249,500.117126,492.345306,498.951355,446.933075,10002772
25-03-2010,501.054321,501.511505,492.551025,498.974213,446.953583,11483944
26-03-2010,501.511505,507.911835,500.665741,503.088715,450.639099,9037758
29-03-2010,504.574493,507.431793,498.768494,499.819977,447.711182,10124892
30-03-2010,501.054321,505.488831,495.111176,497.465576,445.602203,9469397
31-03-2010,499.637115,500.597168,489.762329,491.110962,439.910034,10823854
01-04-2010,492.825348,502.197235,492.368164,499.248535,447.19928,6259988
05-04-2010,501.282898,516.437988,501.282898,514.723572,461.061005,9956467
06-04-2010,515.683655,517.969482,512.117737,513.489258,459.955353,6240918
07-04-2010,514.312134,525.604187,513.443542,516.460815,462.617096,10109287
08-04-2010,517.969482,519.56958,503.568756,505.877441,453.137115,7361714
09-04-2010,506.631744,517.055176,506.631744,514.174988,460.56958,8413259
12-04-2010,523.455505,523.455505,513.237793,515.386475,461.654816,6349892
13-04-2010,515.683655,518.426636,508.048981,512.437744,459.013458,6985640
15-04-2010,514.312134,518.838074,496.962677,498.631348,446.646484,12143459
16-04-2010,496.528381,500.597168,489.693756,495.682617,444.005127,9096861
19-04-2010,493.648224,493.648224,480.481842,485.41925,434.811798,8194594
20-04-2010,489.099426,493.625366,482.013336,486.059265,435.385071,8374275
21-04-2010,489.167999,490.859528,479.178925,481.899048,431.6586,9593774
22-04-2010,480.253265,500.094269,480.047546,491.796722,440.524384,12799174
23-04-2010,493.739655,501.054321,493.739655,497.488434,445.622711,11617582
26-04-2010,493.739655,501.877228,486.196411,489.739471,438.681641,8326076
27-04-2010,485.967834,488.253662,482.310516,485.167786,434.586548,6985098
28-04-2010,481.830475,481.830475,462.652344,465.05249,416.568359,20055145
29-04-2010,468.138336,475.407288,465.921082,473.190033,423.857513,11723522
30-04-2010,475.453003,478.744598,470.881348,472.527161,423.263763,7910509
03-05-2010,469.052673,472.069977,465.441071,468.024048,419.230133,6267622
04-05-2010,468.229797,474.99585,463.338104,466.835419,418.165405,8674391
05-05-2010,461.738007,467.932617,458.675018,466.606842,417.960602,7488285
06-05-2010,466.218262,467.818329,458.995026,460.755127,412.719055,11931724
07-05-2010,446.194366,484.596344,446.194366,472.161407,422.936188,36031842
10-05-2010,480.481842,494.653992,475.453003,493.465363,445.288849,19025422
11-05-2010,497.854156,497.854156,486.127838,488.162231,440.503479,13162744
12-05-2010,491.933868,498.059875,486.447876,495.088318,446.753357,7647150
13-05-2010,485.510681,499.865692,485.510681,489.990906,442.153595,5973849
14-05-2010,488.116516,489.625183,473.167175,477.121674,430.540771,9080847
17-05-2010,473.030029,473.030029,461.280853,464.732452,419.361053,10305904
18-05-2010,466.309692,472.458557,460.732269,466.583984,421.03186,7722595
19-05-2010,464.938171,465.281067,454.926239,456.549194,411.976746,13048740
20-05-2010,457.623535,463.109528,454.309082,457.143494,412.513031,9288640
21-05-2010,452.548981,457.097778,446.240082,455.131958,410.697937,9583703
24-05-2010,465.395355,479.544647,464.686737,467.521179,421.877594,12363151
25-05-2010,468.59552,468.59552,449.280243,450.606018,406.61377,12622967
26-05-2010,454.834808,461.738007,453.051849,460.846558,415.854553,6863284
27-05-2010,462.19519,469.829865,457.897827,467.338318,421.712524,13702550
28-05-2010,470.85849,474.99585,463.795258,473.921509,427.653046,8767644
31-05-2010,470.949921,479.338928,470.309875,478.013153,431.345215,8274405
01-06-2010,476.96167,477.738831,459.040741,461.989471,416.885956,9733065
02-06-2010,464.023865,466.766846,458.697876,462.218048,417.092163,9864124
03-06-2010,466.263977,474.538666,466.263977,471.24707,425.239716,8553479
04-06-2010,471.338501,473.624359,467.429749,471.429962,425.404724,7044011
07-06-2010,464.023865,464.023865,457.166351,460.709381,415.730804,6751688
08-06-2010,461.600861,462.972382,454.926239,455.520569,411.048523,7613353
09-06-2010,457.257782,464.023865,457.166351,460.389374,415.442017,7621243
10-06-2010,461.738007,465.143921,460.435089,464.183868,418.866028,6981454
11-06-2010,468.59552,480.413269,466.766846,478.378876,431.675232,11653534
14-06-2010,482.264801,489.167999,479.61322,486.196411,438.729553,7946479
15-06-2010,486.973602,489.122284,480.070404,487.38504,439.802155,9496418
16-06-2010,489.167999,490.379486,482.356232,483.659149,436.439972,5916535
17-06-2010,486.10498,492.368164,483.819153,489.808044,441.988617,10523902
18-06-2010,493.831085,498.21991,480.276123,482.013336,434.954865,19138967
21-06-2010,485.053497,489.94519,485.053497,487.179321,439.616547,5896453
22-06-2010,485.967834,491.362396,483.201996,486.333557,438.853333,6454431
23-06-2010,484.459198,488.025085,481.853333,484.002014,436.74942,5829595
24-06-2010,484.13916,487.247894,478.790314,480.961853,434.006073,9402631
25-06-2010,480.024689,488.253662,476.824524,485.944977,438.502716,10162711
28-06-2010,490.996674,499.225647,486.950745,498.379913,449.723541,15736324
29-06-2010,498.768494,498.768494,486.516449,488.002228,440.359009,7106988
30-06-2010,484.596344,500.117126,483.45343,498.242767,449.599884,13318805
01-07-2010,495.568329,496.64267,487.567932,492.025299,443.989319,6655452
02-07-2010,491.911011,495.545471,487.019318,488.687988,440.977905,5474392
05-07-2010,489.167999,490.608063,485.830688,488.390808,440.709717,3199756
06-07-2010,487.110748,494.608276,487.110748,490.950958,443.019897,4627505
07-07-2010,490.996674,491.362396,480.481842,481.647614,434.624817,6869289
08-07-2010,484.596344,488.96228,482.424805,483.270569,436.089325,5988955
09-07-2010,486.402161,487.339325,481.647614,483.522003,436.316284,6487454
12-07-2010,484.596344,488.230804,480.961853,482.881958,435.738708,6281807
13-07-2010,483.339142,492.711029,483.339142,491.13382,443.184906,7521642
14-07-2010,493.739655,500.345734,487.910797,489.373718,441.596649,7985099
15-07-2010,490.059479,494.151123,488.299377,490.745239,442.83432,6938625
16-07-2010,489.648041,490.996674,484.596344,485.944977,438.502716,4389769
19-07-2010,483.727722,487.29361,481.761902,482.790527,435.656189,4904267
20-07-2010,483.224854,487.29361,479.61322,481.373322,434.37735,3422546
21-07-2010,484.093445,485.967834,482.607666,483.864868,436.62561,4912356
22-07-2010,483.864868,484.984924,478.92749,484.13916,436.873108,7939917
23-07-2010,486.402161,489.579437,483.133392,484.802063,437.471283,6895010
26-07-2010,486.196411,487.97937,480.138977,481.441895,434.439209,4556864
27-07-2010,484.070587,485.12207,480.527557,481.624756,434.604187,6066712
28-07-2010,485.967834,490.83667,465.395355,466.881134,421.299988,26463557
29-07-2010,470.195587,470.195587,460.8237,461.80661,416.720886,23140795
30-07-2010,464.001007,466.469696,460.480804,461.578003,416.514648,9621036
